PACKAGE,NAME,OFFICIAL_CATEGORY,SRC,CUSTOM_CATEGORY
com.yes24.commerce,예스24 도서 서점,BOOKS_AND_REFERENCE,play.google.com,INFO
com.yogavpn,Yoga VPN-Secure Unblock Proxy,TOOLS,play.google.com,SYSTEM
com.yupdduk.morder,엽기떡볶이,SHOPPING,play.google.com,INFO
com.zerosisters.caketown,Cake Town : Your Town on Cake (holiday game),GAME_SIMULATION,play.google.com,ENTER
crewbi.com.android,크루비,SHOPPING,apkpure.com,INFO
crossfit.alnia,RX TIMER,SPORTS,play.google.com,ENTER
de.vsmedia.imagesize,Image Size - Photo Resizer,PHOTOGRAPHY,play.google.com,ENTER
droom.sleepIfUCan,Alarmy - Joyful Alarm Clock,PRODUCTIVITY,play.google.com,WORK
emotion.onekm,1km - Make a Friend around you,DATING,play.google.com,SOCIAL
fi.polar.beat,Polar Beat: Running & Fitness,HEALTH_AND_FITNESS,play.google.com,HEALTH
flipboard.app,"Flipboard - Latest News, Top Stories & Lifestyle",NEWS_AND_MAGAZINES,play.google.com,INFO
flipboard.boxer.app,Briefing,NEWS_AND_MAGAZINES,play.google.com,INFO
free.vpn.unblock.proxy.turbovpn,Turbo VPN - Secure VPN Proxy,TOOLS,play.google.com,SYSTEM
friedrich.georg.airbattery,AirBattery,MUSIC_AND_AUDIO,play.google.com,ENTER
games.wfs.anothereden,ANOTHER EDEN Global,GAME_ROLE_PLAYING,play.google.com,ENTER
gg.op.lol.android,OP.GG,ENTERTAINMENT,play.google.com,ENTER
hyundai.hi.smart.android.activity,현대해상,FINANCE,apkcombo.com,WORK
iclab.kaist.ac.kr.msband_logger,Logger,TOOLS,handlabeled,SYSTEM
io.barcodee.barcodee,RadDog -  Japanese radioactivity detection dog,LIFESTYLE,play.google.com,INFO
jp.co.ponos.battlecatskr,냥코 대전쟁,GAME_CASUAL,play.google.com,ENTER
jp.konami.duellinks,Yu-Gi-Oh! Duel Links,GAME_CARD,play.google.com,ENTER
jp.konami.pesam,eFootball PES 2021,GAME_SPORTS,play.google.com,ENTER
jp.naver.line.android,LINE: Calls & Messages,COMMUNICATION,play.google.com,SOCIAL
jp.pxv.android,pixiv,SOCIAL,play.google.com,SOCIAL
jp.radiko.Player,radiko,VIDEO_PLAYERS,play.google.com,ENTER
jstudio.cting,"캠퍼스팅 - 대학생 소개팅, 과팅",SOCIAL,play.google.com,SOCIAL
kaist.iclab.abclogger,Logger,TOOLS,handlabeled,SYSTEM
kfc_ko.kore.kg.kfc_korea,KFC Korea,FOOD_AND_DRINK,play.google.com,INFO
kr.aboy.tools,Smart Tools,TOOLS,play.google.com,SYSTEM
kr.ac.kaist.bab,밥대생 - 학식 어플! 대학교 필수 학식 앱,FOOD_AND_DRINK,play.google.com,INFO
kr.ac.kaist.coursemos.android,KAIST 학습관리시스템,EDUCATION,apkcombo.com,WORK
kr.ac.kaist.kyotong,카이스트 버스,MAPS_AND_NAVIGATION,apkcombo.com,INFO
kr.ac.kaist.lockscreen,FocusMore,PRODUCTIVITY,handlabeled,WORK
kr.ac.kaist.portal,KAIST Portal,COMMUNICATION,play.google.com,SOCIAL
kr.ac.libit.kaist,KAIST LIBRARY,LIBRARIES_AND_DEMO,play.google.com,INFO
kr.backpackr.me.idus,아이디어스(idus) - 작품구매부터 취미생활까지!,SHOPPING,play.google.com,INFO
kr.co.aladin.third_shop,알라딘 인터넷서점,BOOKS_AND_REFERENCE,play.google.com,INFO
kr.co.alba.webappalba.m,알바천국- 알바 구인구직 포털서비스,BUSINESS,play.google.com,WORK
kr.co.avad.diagnostictool,모아바,LIFESTYLE,handlabeled,INFO
kr.co.barnstory.zet,UNKNOWN,UNKNOWN,handlabeled,UNKNOWN
kr.co.captv.pooqV2,wavve(웨이브) - 재미의 파도를 타다!,ENTERTAINMENT,play.google.com,ENTER
kr.co.cgv.phototicket,CGV포토티켓,ENTERTAINMENT,apkpure.com,ENTER
kr.co.cjone.app.lockscreen,CJ ONE 원더락 : 첫 화면이 포인트다,LIFESTYLE,play.google.com,INFO
kr.co.company.hwahae,Hwahae - analyzing cosmetics,BEAUTY,play.google.com,INFO
kr.co.elandmall.elandmall,이랜드몰 – 육아/리빙/패션라이프 토탈 쇼핑앱,SHOPPING,play.google.com,INFO
kr.co.emart.emartmall,이마트몰 – emart mall,SHOPPING,play.google.com,INFO
kr.co.hanamembers.hmscustomer,하나머니(하나멤버스),FINANCE,play.google.com,WORK
kr.co.happymobile.happyscreen,해피스크린 - 해피포인트를 모으는 또 다른 방법,LIFESTYLE,play.google.com,INFO
kr.co.insuguide.lemonBridge,레몬브릿지 – 나의 보험 컨설턴트는 누구?,FINANCE,play.google.com,WORK
kr.co.ivlog.mobile.app.cjonecard,CJ ONE,LIFESTYLE,play.google.com,INFO
kr.co.ll2016.theday,봄 캘린더 - 내 마음대로 꾸미는 생리 달력,HEALTH_AND_FITNESS,play.google.com,HEALTH
kr.co.logeo.sunhealthcare,Sun Healthcare International,MEDICAL,play.google.com,HEALTH
kr.co.lottecinema.lcm,롯데시네마,ENTERTAINMENT,play.google.com,ENTER
kr.co.lylstudio.unicorn,"Unicorn Blocker:Adblocker, Fast & Private",PRODUCTIVITY,play.google.com,WORK
kr.co.memebox.meme,미미박스 - 화장품 콘텐츠 가득한 뷰티 놀이터,BEAUTY,apkcombo.com,INFO
kr.co.mezzomedia.qfeat,큐피트 – 모바일 퀴즈쇼,ENTERTAINMENT,apkpure.com,ENTER
kr.co.nowcom.mobile.afreeca,AfreecaTV,ENTERTAINMENT,play.google.com,ENTER
kr.co.psynet,"LIVE Score, Real-Time Score",SPORTS,play.google.com,ENTER
kr.co.quicket,번개장터 - 취향을 잇는 중고거래,SHOPPING,play.google.com,INFO
kr.co.rememberapp,리멤버 - 직장인 필수앱,BUSINESS,play.google.com,WORK
kr.co.rinasoft.howuse,UBhind: Mobile Tracker Manager,PRODUCTIVITY,play.google.com,WORK
kr.co.samsungcard.mpocket,삼성카드,FINANCE,play.google.com,WORK
kr.co.srail.app,SRT - 수서고속철도,TRAVEL_AND_LOCAL,apkcombo.com,INFO
kr.co.srail.newapp,SRT - 수서고속철도,TRAVEL_AND_LOCAL,play.google.com,INFO
kr.co.ssg,SSG.COM,SHOPPING,play.google.com,INFO
kr.co.station3.dabang,다방 – 대한민국 대표 부동산 앱,HOUSE_AND_HOME,play.google.com,INFO
kr.co.tamseng.StudyHelper,스터디 헬퍼,EDUCATION,apkpure.com,WORK
kr.co.ticketlink.cne,Ticketlink,ENTERTAINMENT,play.google.com,ENTER
kr.co.vcnc.android.couple,Between - Private Couples App,SOCIAL,play.google.com,SOCIAL
kr.co.whitecube.chlngers,"챌린저스 - 건강 습관·루틴 챌린지, 오늘 할일 알람",HEALTH_AND_FITNESS,play.google.com,HEALTH
kr.co.womanstalk,우먼스톡 - 뷰티/패션/라이프 스타일까지 인플루언서의 스타일을 쇼핑하다.,BEAUTY,play.google.com,INFO
kr.co.zumo.app,LIFEPLUS,LIFESTYLE,play.google.com,INFO
kr.crowdworks,크라우드웍스,PRODUCTIVITY,play.google.com,WORK
kr.ebroadcasting.cheezepie,3ProTV,FINANCE,play.google.com,WORK
kr.fow.app,롤 전적 검색 포우 FOW.KR,ENTERTAINMENT,play.google.com,ENTER
kr.go.minwon.m,정부24(구 민원24),PRODUCTIVITY,play.google.com,WORK
kr.go.nts.android,국세청 홈택스 [손택스],TOOLS,play.google.com,SYSTEM
kr.goodchoice.abouthere,"여기어때 - 호텔, 모텔, 펜션, 캠핑 최저가 예약!",TRAVEL_AND_LOCAL,play.google.com,INFO
kr.munpia.forandroid,문피아 - 웹소설의 유토피아,BOOKS_AND_REFERENCE,play.google.com,INFO
kr.or.catholic.goodnews,가톨릭,NEWS_AND_MAGAZINES,play.google.com,INFO
kr.oshare.alpaca,알파카 - 탈수록 즐거운 전동킥보드 공유 서비스,TRAVEL_AND_LOCAL,apkcombo.com,INFO
kr.pe.javarss.barcodewallet2,My Barcode Wallet,LIFESTYLE,apkcombo.com,INFO
kr.playparty.helperoflol,"롤도 - 정보, 커뮤니티 (LoL, 롤토체스)",ENTERTAINMENT,apkpure.com,ENTER
kseek.stime.kaist,궁극의 질문,COMMUNICATION,apkpure.com,SOCIAL
kvp.jjy.MispAndroid320,ISP/PAYBOOC,FINANCE,play.google.com,WORK
laftel.net.laftel,"라프텔 - 애니 감상 및 취향저격 추천, 스트리밍",COMICS,play.google.com,ENTER
lg.uplusbox,U+Box (cloud),PRODUCTIVITY,apkpure.com,WORK
m.kaist.ac.kr.krep,KAIST 전자식복무관리시스템,EDUCATION,handlabeled,WORK
me.blog.ghwhsbsb123.gencheminkaist,KAIST GenChem,EDUCATION,play.google.com,WORK
me.devsaki.hentoid,Hentoid,ENTERTAINMENT,handlabeled,ENTER
me.mycake,Cake: Lesson updates every day,EDUCATION,play.google.com,WORK
mok.android,교보문고,BOOKS_AND_REFERENCE,play.google.com,INFO
moris.notepad,Notepad,PRODUCTIVITY,play.google.com,WORK
mp3songs.mp3player.mp3cutter.ringtonemaker,MP3 Player,MUSIC_AND_AUDIO,play.google.com,ENTER
name.wildswift.sunrisealarm,Rooster alarm clock,LIFESTYLE,apkpure.com,INFO
net.bloodinfo.smartapp,스마트헌혈,LIFESTYLE,play.google.com,INFO
net.bucketplace,오늘의집 - 라이프스타일 슈퍼앱,SHOPPING,play.google.com,INFO
net.cj.cjhv.gs.tving,"티빙(TVING) - 오리지널, 방송, 영화, 실시간",ENTERTAINMENT,play.google.com,ENTER
net.daum.android.cafe,Daum Cafe - 다음 카페,SOCIAL,play.google.com,SOCIAL
net.daum.android.daum,다음 - Daum,COMMUNICATION,play.google.com,SOCIAL
net.daum.android.dictionary,다음 사전 - Daum Dictionary,EDUCATION,play.google.com,WORK
net.daum.android.map,KakaoMap - Map / Navigation,TRAVEL_AND_LOCAL,play.google.com,INFO
net.daum.android.solcalendar,SolCalendar - Calendar / To do,PRODUCTIVITY,apkcombo.com,WORK
net.daum.android.webtoon,카카오웹툰 – KAKAO WEBTOON,COMICS,play.google.com,ENTER
net.difer.weather,Simple weather & clock widget,WEATHER,apkpure.com,INFO
net.ib.android.smcard,"monimo (모니모, 삼성금융네트웍스)",FINANCE,play.google.com,WORK
net.mbonnin.arcanetracker,Arcane Tracker,ENTERTAINMENT,apkpure.com,ENTER
net.nshc.droidx3,Droid-X III 백신 (기업용),TOOLS,play.google.com,SYSTEM
net.orizinal.subway,KakaoMetro - Subway Navigation,MAPS_AND_NAVIGATION,play.google.com,INFO
net.pedaling.class101,클래스101 (CLASS101),LIFESTYLE,play.google.com,INFO
net.skyscanner.android.main,Skyscanner Flights Hotels Cars,TRAVEL_AND_LOCAL,play.google.com,INFO
nh.smart.allonebank,올원뱅크(All One Bank),FINANCE,play.google.com,WORK
nh.smart.banking,NH스마트뱅킹,FINANCE,play.google.com,WORK
nh.smart.card,NH농협카드 스마트앱,FINANCE,play.google.com,WORK
nh.smart.nhallonepay,NH pay(구 올원페이),FINANCE,play.google.com,WORK
nh.smart.nhcok,NH콕뱅크,FINANCE,play.google.com,WORK
nna.ca.ha.ludinf,루딘프  - 자각몽 필수 앱,TOOLS,play.google.com,SYSTEM
no.mobitroll.kahoot.android,Kahoot! Play & Create Quizzes,EDUCATION,play.google.com,WORK
okinawa.harapeco.catRestaurant,Purrfect Spirits,GAME_SIMULATION,play.google.com,ENTER
oops.ledscroller,LED Scroller,TOOLS,play.google.com,SYSTEM
org.chromium.webapk.a77a1c89e8ee04d0a,LoL 상점,GAME_STRATEGY,handlabeled,ENTER
org.chromium.webapk.a7988feeea128c96f,SongsterrWeb,MUSIC_AND_AUDIO,handlabeled,ENTER
org.cohortor.gstrings,Tuner - gStrings,TOOLS,play.google.com,SYSTEM
org.joa.zipperplus7,"7Zipper - File Explorer (zip, 7zip, rar)",TOOLS,play.google.com,SYSTEM
org.joa.zipperplus7v2,7Zipper 2.0 – Local and Cloud File Explorer,PRODUCTIVITY,play.google.com,WORK
org.kftc.fido.lnk.lnk_app,바이오인증 공동앱,FINANCE,play.google.com,WORK
org.mozilla.firefox,Firefox Fast & Private Browser,COMMUNICATION,play.google.com,SOCIAL
org.samsung.app.MoAKey,삼성 모아키 한글 키보드,TOOLS,play.google.com,SYSTEM
org.telegram.messenger,Telegram,COMMUNICATION,play.google.com,SOCIAL
org.wikipedia,Wikipedia,BOOKS_AND_REFERENCE,play.google.com,INFO
pictriev.cutout,Cut+Mix Studio,PHOTOGRAPHY,play.google.com,ENTER
se.footballaddicts.livescore,Forza Football - Soccer scores,SPORTS,play.google.com,ENTER
seekrtech.sleep,SleepTown,HEALTH_AND_FITNESS,play.google.com,HEALTH
sixclk.newpiki,Pikicast,ENTERTAINMENT,play.google.com,ENTER
skplanet.musicmate,FLO – 플로,MUSIC_AND_AUDIO,play.google.com,ENTER
socar.Socar,쏘카 - 차가 필요한 모든 순간,MAPS_AND_NAVIGATION,play.google.com,INFO
teamDoppelGanger.SmarterSubway,Korean Subway : Smarter Subway,MAPS_AND_NAVIGATION,play.google.com,INFO
templarrr.wow.talentcalculator.bfa,WoW BfA Talents,ENTERTAINMENT,apkcombo.com,ENTER
tv.jamlive,잼라이브 (JAM LIVE) - 라이브 예능&쇼핑,SHOPPING,play.google.com,INFO
tv.twitch.android.app,Twitch: Live Game Streaming,ENTERTAINMENT,play.google.com,ENTER
tw.mobileapp.qrcode.banner,QR code reader&QR code Scanner,TOOLS,play.google.com,SYSTEM
uk.co.nickfines.RealCalcPlus,RealCalc Plus,PRODUCTIVITY,play.google.com,WORK
uplus.membership,"U+멤버스 - 멤버십 할인,소액결제,포인트,쿠폰",LIFESTYLE,play.google.com,INFO
us.mathlab.android,"Graphing Calculator + Math, Algebra & Calculus",EDUCATION,play.google.com,WORK
video.downloader.videodownloader,Video Downloader,VIDEO_PLAYERS,play.google.com,ENTER
view.parttimejobbook.ljhee,아르바이트 다이어리,PRODUCTIVITY,play.google.com,WORK
viva.republica.toss,토스,FINANCE,play.google.com,WORK
vivino.web.app,Vivino: Buy the Right Wine,FOOD_AND_DRINK,play.google.com,INFO
wongi.weather,"원기날씨 - 미세먼지, 기상청, 날씨",WEATHER,play.google.com,INFO
works.jubilee.timetree,TimeTree - Shared Calendar,PRODUCTIVITY,play.google.com,WORK
wsj.reader_sp,The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,play.google.com,INFO
