START,END,UTC,READABLE_START,READABLE_END,UT_ALL,LC_ALL,UT_SIG,UT_NONSIG,LC_SIG,LC_NONSIG,UT_WORK,UT_SOCIAL,UT_INFO,UT_ENTER,UT_SYSTEM,UT_HEALTH,LC_WORK,LC_SOCIAL,LC_INFO,LC_ENTER,LC_SYSTEM,LC_HEALTH,DUT_STILL,DUT_WALKING,DUT_RUNNING,DUT_IN_VEHICLE,DUT_ON_BICYCLE,DUT_HOME,DUT_WORK,DUT_OTHERS,DUT_MOVE,DUT_SEDENTARY
1556589600000,1556590500000,UTC+0900,2019-04-30 11:00:00,2019-04-30 11:15:00,410215,73,294438,115777,55,18,36968,214646,0,0,100599,58002,3,20,0,0,25,25,467547,432453,0,0,0,399478.0,0.0,0.0,0,467547
1556590500000,1556591400000,UTC+0900,2019-04-30 11:15:00,2019-04-30 11:30:00,31858,12,31858,0,12,0,0,0,0,0,0,31858,0,0,0,0,0,12,592799,307201,0,0,0,0.0,0.0,672428.0,0,592799
1556591400000,1556592300000,UTC+0900,2019-04-30 11:30:00,2019-04-30 11:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1556592300000,1556593200000,UTC+0900,2019-04-30 11:45:00,2019-04-30 12:00:00,632604,87,631411,1193,85,2,0,601539,0,0,13016,18049,0,58,0,0,12,17,662827,237173,0,0,0,0.0,0.0,718746.0,0,662827
1556593200000,1556594100000,UTC+0900,2019-04-30 12:00:00,2019-04-30 12:15:00,400678,28,355611,45067,25,3,45067,353015,0,0,712,1884,3,20,0,0,1,4,485150,414850,0,0,0,0.0,0.0,0.0,0,485150
1556594100000,1556595000000,UTC+0900,2019-04-30 12:15:00,2019-04-30 12:30:00,753593,32,739635,13958,25,7,0,724629,0,0,26995,1969,0,16,0,0,12,4,117320,782680,0,0,0,0.0,0.0,0.0,0,117320
1556595000000,1556595900000,UTC+0900,2019-04-30 12:30:00,2019-04-30 12:45:00,209451,32,196709,12742,23,9,12742,171573,0,0,1519,23617,9,9,0,0,1,13,605017,294983,0,0,0,0.0,0.0,444140.0,0,605017
1556595900000,1556596800000,UTC+0900,2019-04-30 12:45:00,2019-04-30 13:00:00,339433,69,339433,0,69,0,0,331918,0,0,0,7515,0,62,0,0,0,7,606190,293810,0,0,0,0.0,0.0,672781.0,0,606190
1556596800000,1556597700000,UTC+0900,2019-04-30 13:00:00,2019-04-30 13:15:00,188733,31,184193,4540,30,1,0,178357,0,0,8395,1981,0,24,0,0,2,5,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1556597700000,1556598600000,UTC+0900,2019-04-30 13:15:00,2019-04-30 13:30:00,71489,28,70520,969,26,2,0,64330,0,0,1936,5223,0,19,0,0,3,6,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1556598600000,1556599500000,UTC+0900,2019-04-30 13:30:00,2019-04-30 13:45:00,56994,32,49481,7513,29,3,0,47371,0,0,7726,1897,0,24,0,0,4,4,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1556599500000,1556600400000,UTC+0900,2019-04-30 13:45:00,2019-04-30 14:00:00,450989,34,449203,1786,32,2,0,420777,0,0,25397,4815,0,22,0,0,7,5,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1556600400000,1556601300000,UTC+0900,2019-04-30 14:00:00,2019-04-30 14:15:00,191357,37,191357,0,37,0,0,179032,0,0,7270,5055,0,25,0,0,7,5,877916,22084,0,0,0,0.0,0.0,847123.0,0,877916
1556601300000,1556602200000,UTC+0900,2019-04-30 14:15:00,2019-04-30 14:30:00,166135,62,166135,0,62,0,0,147239,0,0,5671,13225,0,43,0,0,1,18,0,900000,0,0,0,0.0,0.0,0.0,0,0
1556602200000,1556603100000,UTC+0900,2019-04-30 14:30:00,2019-04-30 14:45:00,209501,53,209501,0,53,0,0,139033,0,0,7839,62629,0,30,0,0,5,18,36222,863778,0,0,0,0.0,0.0,0.0,0,36222
1556603100000,1556604000000,UTC+0900,2019-04-30 14:45:00,2019-04-30 15:00:00,406170,62,253776,152394,41,21,59315,216371,3109,0,124978,2397,3,26,2,0,28,3,900000,0,0,0,0,241892.0,0.0,0.0,0,900000
1556604000000,1556604900000,UTC+0900,2019-04-30 15:00:00,2019-04-30 15:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,0,0,900000.0,0.0,0.0,0,900000
1556604900000,1556605800000,UTC+0900,2019-04-30 15:15:00,2019-04-30 15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,0,0,900000.0,0.0,0.0,0,900000
