START,END,UTC,READABLE_START,READABLE_END,UT_ALL,LC_ALL,UT_SIG,UT_NONSIG,LC_SIG,LC_NONSIG,UT_WORK,UT_SOCIAL,UT_INFO,UT_ENTER,UT_SYSTEM,UT_HEALTH,LC_WORK,LC_SOCIAL,LC_INFO,LC_ENTER,LC_SYSTEM,LC_HEALTH,DUT_STILL,DUT_WALKING,DUT_RUNNING,DUT_IN_VEHICLE,DUT_ON_BICYCLE,DUT_HOME,DUT_WORK,DUT_OTHERS,DUT_MOVE,DUT_SEDENTARY
1557280800000,1557281700000,UTC+0900,2019-05-08 11:00:00,2019-05-08 11:15:00,102050,4,102050,0,4,0,0,0,0,100288,1762,0,0,0,0,3,1,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1557281700000,1557282600000,UTC+0900,2019-05-08 11:15:00,2019-05-08 11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1557282600000,1557283500000,UTC+0900,2019-05-08 11:30:00,2019-05-08 11:45:00,89626,15,47071,42555,11,4,26666,28034,0,0,34926,0,1,3,0,0,11,0,690728,209272,0,0,0,0.0,15000.0,651086.0,0,690728
1557283500000,1557284400000,UTC+0900,2019-05-08 11:45:00,2019-05-08 12:00:00,3,1,0,3,0,1,3,0,0,0,0,0,1,0,0,0,0,0,706472,193528,0,0,0,0.0,900000.0,0.0,0,706472
1557284400000,1557285300000,UTC+0900,2019-05-08 12:00:00,2019-05-08 12:15:00,628272,15,433345,194927,7,8,1504,616478,0,0,10290,0,1,9,0,0,5,0,587007,312993,0,0,0,0.0,267074.0,0.0,0,587007
1557285300000,1557286200000,UTC+0900,2019-05-08 12:15:00,2019-05-08 12:30:00,58053,3,58053,0,3,0,0,55963,0,0,2090,0,0,2,0,0,1,0,838463,61537,0,0,0,0.0,612164.0,0.0,0,838463
1557286200000,1557287100000,UTC+0900,2019-05-08 12:30:00,2019-05-08 12:45:00,406367,7,339605,66762,4,3,0,393307,0,0,13060,0,0,4,0,0,3,0,900000,0,0,0,0,0.0,900000.0,0.0,0,900000
1557287100000,1557288000000,UTC+0900,2019-05-08 12:45:00,2019-05-08 13:00:00,2885,2,2885,0,2,0,0,0,0,0,2885,0,0,0,0,0,2,0,900000,0,0,0,0,0.0,900000.0,0.0,0,900000
1557288000000,1557288900000,UTC+0900,2019-05-08 13:00:00,2019-05-08 13:15:00,142922,10,136027,6895,9,1,0,121156,0,0,21766,0,0,6,0,0,4,0,900000,0,0,0,0,0.0,900000.0,0.0,0,900000
1557288900000,1557289800000,UTC+0900,2019-05-08 13:15:00,2019-05-08 13:30:00,151700,13,151700,0,13,0,0,138325,0,0,13375,0,0,8,0,0,5,0,900000,0,0,0,0,0.0,900000.0,0.0,0,900000
