START,END,UTC,READABLE_START,READABLE_END,UT_ALL,LC_ALL,UT_SIG,UT_NONSIG,LC_SIG,LC_NONSIG,UT_WORK,UT_SOCIAL,UT_INFO,UT_ENTER,UT_SYSTEM,UT_HEALTH,LC_WORK,LC_SOCIAL,LC_INFO,LC_ENTER,LC_SYSTEM,LC_HEALTH,DUT_STILL,DUT_WALKING,DUT_RUNNING,DUT_IN_VEHICLE,DUT_ON_BICYCLE,DUT_HOME,DUT_WORK,DUT_OTHERS,DUT_MOVE,DUT_SEDENTARY
1679454000000,1679454900000,UTC+0900,2023-03-22 12:00:00,2023-03-22 12:15:00,513255,28,513255,0,28,0,0,493849,0,0,19406,0,0,18,0,0,10,0,543790,319470,0,0,36740,0.0,0.0,158755.0,0,543790
1679454900000,1679455800000,UTC+0900,2023-03-22 12:15:00,2023-03-22 12:30:00,899885,7,899885,0,7,0,0,821069,0,0,78816,0,0,2,0,0,5,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679455800000,1679456700000,UTC+0900,2023-03-22 12:30:00,2023-03-22 12:45:00,883556,4,883556,0,4,0,0,0,0,0,883556,0,0,0,0,0,4,0,692777,207223,0,0,0,0.0,0.0,0.0,0,692777
1679456700000,1679457600000,UTC+0900,2023-03-22 12:45:00,2023-03-22 13:00:00,830509,8,830509,0,8,0,0,49705,0,0,780804,0,0,1,0,0,7,0,760444,111672,0,27884,0,0.0,0.0,0.0,0,788328
1679457600000,1679458500000,UTC+0900,2023-03-22 13:00:00,2023-03-22 13:15:00,728861,3,728861,0,3,0,0,0,0,0,728861,0,0,0,0,0,3,0,19555,0,0,880445,0,0.0,0.0,0.0,0,900000
1679458500000,1679459400000,UTC+0900,2023-03-22 13:15:00,2023-03-22 13:30:00,163123,36,163123,0,36,0,0,139484,0,0,23639,0,0,28,0,0,8,0,367762,371082,0,0,161156,0.0,6337.0,0.0,0,367762
1679459400000,1679460300000,UTC+0900,2023-03-22 13:30:00,2023-03-22 13:45:00,8223,2,8223,0,2,0,0,1554,0,0,6669,0,0,1,0,0,1,0,900000,0,0,0,0,0.0,900000.0,0.0,0,900000
1679460300000,1679461200000,UTC+0900,2023-03-22 13:45:00,2023-03-22 14:00:00,102423,18,91723,10700,13,5,5877,74073,0,0,22473,0,2,9,0,0,7,0,862683,37317,0,0,0,0.0,900000.0,0.0,0,862683
1679461200000,1679462100000,UTC+0900,2023-03-22 14:00:00,2023-03-22 14:15:00,426885,20,163944,262941,7,13,127430,161564,0,13077,124814,0,5,3,0,3,9,0,297346,462385,0,0,140269,0.0,1316.0,0.0,0,297346
1679462100000,1679463000000,UTC+0900,2023-03-22 14:15:00,2023-03-22 14:30:00,65704,20,62682,3022,18,2,2187,42995,0,0,20522,0,1,8,0,0,11,0,62579,345059,0,0,126672,0.0,308300.0,0.0,0,62579
1679463000000,1679463900000,UTC+0900,2023-03-22 14:30:00,2023-03-22 14:45:00,262286,46,250877,11409,37,9,0,125972,5128,4009,127177,0,0,33,7,1,5,0,0,0,0,0,0,0.0,900000.0,0.0,0,0
1679463900000,1679464800000,UTC+0900,2023-03-22 14:45:00,2023-03-22 15:00:00,6415,4,6415,0,4,0,6307,108,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.0,318304.0,581696.0,0,0
1679464800000,1679465700000,UTC+0900,2023-03-22 15:00:00,2023-03-22 15:15:00,12493,5,12493,0,5,0,0,12493,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,900000.0,0,0
1679465700000,1679466600000,UTC+0900,2023-03-22 15:15:00,2023-03-22 15:30:00,218515,25,218515,0,25,0,0,154445,0,0,64070,0,0,11,0,0,14,0,653433,0,0,0,0,0.0,0.0,900000.0,0,653433
1679466600000,1679467500000,UTC+0900,2023-03-22 15:30:00,2023-03-22 15:45:00,708725,32,618845,89880,25,7,0,166792,0,0,541933,0,0,23,0,0,9,0,900000,0,0,0,0,0.0,0.0,732297.0,0,900000
1679467500000,1679468400000,UTC+0900,2023-03-22 15:45:00,2023-03-22 16:00:00,195872,43,115487,80385,36,7,50877,93046,21462,0,30487,0,2,25,2,0,14,0,481412,418588,0,0,0,0.0,0.0,0.0,0,481412
1679468400000,1679469300000,UTC+0900,2023-03-22 16:00:00,2023-03-22 16:15:00,54556,13,54556,0,13,0,6444,48112,0,0,0,0,3,10,0,0,0,0,476486,423514,0,0,0,0.0,0.0,335006.0,0,476486
1679469300000,1679470200000,UTC+0900,2023-03-22 16:15:00,2023-03-22 16:30:00,42004,16,36138,5866,13,3,0,31219,0,2952,7833,0,0,10,0,2,4,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1679470200000,1679471100000,UTC+0900,2023-03-22 16:30:00,2023-03-22 16:45:00,202500,30,202500,0,30,0,0,181981,0,0,20519,0,0,20,0,0,10,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1679471100000,1679472000000,UTC+0900,2023-03-22 16:45:00,2023-03-22 17:00:00,75500,5,75500,0,5,0,0,73365,0,0,2135,0,0,3,0,0,2,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1679472000000,1679472900000,UTC+0900,2023-03-22 17:00:00,2023-03-22 17:15:00,227650,38,31091,196559,9,29,0,2711,187996,0,36943,0,0,3,24,0,11,0,399015,428556,0,0,72429,0.0,0.0,489393.0,0,399015
1679472900000,1679473800000,UTC+0900,2023-03-22 17:15:00,2023-03-22 17:30:00,5308,3,2639,2669,2,1,0,0,2669,0,2639,0,0,0,1,0,2,0,107617,0,0,0,238562,0.0,0.0,0.0,0,107617
1679473800000,1679474700000,UTC+0900,2023-03-22 17:30:00,2023-03-22 17:45:00,393485,44,393485,0,44,0,0,390158,0,0,3327,0,0,41,0,0,3,0,513992,140384,0,0,245624,0.0,0.0,0.0,0,513992
1679474700000,1679475600000,UTC+0900,2023-03-22 17:45:00,2023-03-22 18:00:00,631425,6,631425,0,6,0,0,626604,0,0,4821,0,0,4,0,0,2,0,276150,489643,0,0,0,0.0,0.0,0.0,0,276150
1679475600000,1679476500000,UTC+0900,2023-03-22 18:00:00,2023-03-22 18:15:00,331704,22,317133,14571,20,2,0,306035,14571,0,11098,0,0,14,2,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0
1679476500000,1679477400000,UTC+0900,2023-03-22 18:15:00,2023-03-22 18:30:00,134369,14,115424,18945,13,1,0,118737,0,0,15632,0,0,9,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0
1679477400000,1679478300000,UTC+0900,2023-03-22 18:30:00,2023-03-22 18:45:00,26448,12,26448,0,12,0,0,24929,0,0,1519,0,0,11,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0
1679478300000,1679479200000,UTC+0900,2023-03-22 18:45:00,2023-03-22 19:00:00,200176,17,200176,0,17,0,0,170233,0,0,29943,0,0,11,0,0,6,0,349378,0,0,0,0,0.0,0.0,0.0,0,349378
1679479200000,1679480100000,UTC+0900,2023-03-22 19:00:00,2023-03-22 19:15:00,172037,12,160123,11914,9,3,0,171300,0,0,737,0,0,11,0,0,1,0,900000,0,0,0,0,0.0,0.0,276572.0,0,900000
1679480100000,1679481000000,UTC+0900,2023-03-22 19:15:00,2023-03-22 19:30:00,649540,4,649540,0,4,0,0,649540,0,0,0,0,0,4,0,0,0,0,900000,0,0,0,0,0.0,0.0,811403.0,0,900000
1679481000000,1679481900000,UTC+0900,2023-03-22 19:30:00,2023-03-22 19:45:00,673409,8,673409,0,8,0,0,670786,0,0,2623,0,0,7,0,0,1,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679481900000,1679482800000,UTC+0900,2023-03-22 19:45:00,2023-03-22 20:00:00,446972,36,446972,0,36,0,7098,403430,0,0,36444,0,2,22,0,0,12,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679482800000,1679483700000,UTC+0900,2023-03-22 20:00:00,2023-03-22 20:15:00,502072,9,502072,0,9,0,0,500003,0,0,2069,0,0,6,0,0,3,0,883011,16989,0,0,0,0.0,0.0,0.0,0,883011
1679483700000,1679484600000,UTC+0900,2023-03-22 20:15:00,2023-03-22 20:30:00,802028,85,591661,210367,72,13,0,490852,200360,0,110816,0,0,47,10,0,28,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679484600000,1679485500000,UTC+0900,2023-03-22 20:30:00,2023-03-22 20:45:00,208707,9,208707,0,9,0,0,208092,0,0,615,0,0,8,0,0,1,0,900000,0,0,0,0,0.0,0.0,572552.0,0,900000
1679485500000,1679486400000,UTC+0900,2023-03-22 20:45:00,2023-03-22 21:00:00,366037,23,366037,0,23,0,0,201253,0,0,164784,0,0,15,0,0,8,0,900000,0,0,0,0,0.0,0.0,696700.0,0,900000
1679486400000,1679487300000,UTC+0900,2023-03-22 21:00:00,2023-03-22 21:15:00,413190,33,358164,55026,31,2,0,346654,55026,0,11510,0,0,26,2,0,5,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679487300000,1679488200000,UTC+0900,2023-03-22 21:15:00,2023-03-22 21:30:00,56341,21,56341,0,21,0,0,45334,0,0,11007,0,0,15,0,0,6,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679488200000,1679489100000,UTC+0900,2023-03-22 21:30:00,2023-03-22 21:45:00,223007,13,223007,0,13,0,0,216332,0,0,6675,0,0,9,0,0,4,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679489100000,1679490000000,UTC+0900,2023-03-22 21:45:00,2023-03-22 22:00:00,167831,9,167831,0,9,0,0,166759,0,0,1072,0,0,8,0,0,1,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679490000000,1679490900000,UTC+0900,2023-03-22 22:00:00,2023-03-22 22:15:00,476735,19,466213,10522,17,2,0,450247,10522,0,15966,0,0,12,2,0,5,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679490900000,1679491800000,UTC+0900,2023-03-22 22:15:00,2023-03-22 22:30:00,4200,4,4200,0,4,0,0,2600,0,0,1600,0,0,3,0,0,1,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679491800000,1679492700000,UTC+0900,2023-03-22 22:30:00,2023-03-22 22:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679492700000,1679493600000,UTC+0900,2023-03-22 22:45:00,2023-03-22 23:00:00,8225,2,8225,0,2,0,0,6985,0,0,1240,0,0,1,0,0,1,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679493600000,1679494500000,UTC+0900,2023-03-22 23:00:00,2023-03-22 23:15:00,33873,9,33873,0,9,0,0,23026,0,0,10847,0,0,4,0,0,5,0,900000,0,0,0,0,0.0,0.0,0.0,0,900000
1679494500000,1679495400000,UTC+0900,2023-03-22 23:15:00,2023-03-22 23:30:00,45662,8,45662,0,8,0,0,19792,0,0,25870,0,0,6,0,0,2,0,900000,0,0,0,0,0.0,0.0,318547.0,0,900000
1679495400000,1679496300000,UTC+0900,2023-03-22 23:30:00,2023-03-22 23:45:00,38351,2,38351,0,2,0,0,0,0,0,38351,0,0,0,0,0,2,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1679496300000,1679497200000,UTC+0900,2023-03-22 23:45:00,2023-03-23 00:00:00,135878,26,79676,56202,17,9,0,104525,0,0,31353,0,0,15,0,0,11,0,900000,0,0,0,0,0.0,0.0,405367.0,0,900000
1679497200000,1679498100000,UTC+0900,2023-03-23 00:00:00,2023-03-23 00:15:00,438510,45,328984,109526,25,20,0,64311,73000,265019,36180,0,0,20,12,4,9,0,315043,442029,0,0,142928,0.0,0.0,0.0,0,315043
1679498100000,1679499000000,UTC+0900,2023-03-23 00:15:00,2023-03-23 00:30:00,210643,44,141313,69330,32,12,0,106681,51363,949,51650,0,0,19,10,1,14,0,0,420395,0,0,479605,0.0,0.0,29582.0,0,0
