START,END,UTC,READABLE_START,READABLE_END,UT_ALL,LC_ALL,UT_SIG,UT_NONSIG,LC_SIG,LC_NONSIG,UT_WORK,UT_SOCIAL,UT_INFO,UT_ENTER,UT_SYSTEM,UT_HEALTH,LC_WORK,LC_SOCIAL,LC_INFO,LC_ENTER,LC_SYSTEM,LC_HEALTH,DUT_STILL,DUT_WALKING,DUT_RUNNING,DUT_IN_VEHICLE,DUT_ON_BICYCLE,DUT_HOME,DUT_WORK,DUT_OTHERS,DUT_MOVE,DUT_SEDENTARY
1557280800000,1557281700000,UTC+0900,2019-05-08 11:00:00,2019-05-08 11:15:00,234791,21,156078,78713,17,4,3428,154853,14182,0,62328,0,2,13,1,0,5,0,900000,0,0,0,0,0.0,900000.0,0.0,0,900000
1557281700000,1557282600000,UTC+0900,2019-05-08 11:15:00,2019-05-08 11:30:00,33610,2,33610,0,2,0,0,32101,0,0,1509,0,0,1,0,0,1,0,900000,0,0,0,0,0.0,900000.0,0.0,0,900000
1557282600000,1557283500000,UTC+0900,2019-05-08 11:30:00,2019-05-08 11:45:00,21894,5,21894,0,5,0,0,21026,0,0,868,0,0,4,0,0,1,0,900000,0,0,0,0,0.0,900000.0,0.0,0,900000
1557283500000,1557284400000,UTC+0900,2019-05-08 11:45:00,2019-05-08 12:00:00,650308,14,539526,110782,8,6,0,542999,0,0,107309,0,0,8,0,0,6,0,900000,0,0,0,0,0.0,900000.0,0.0,0,900000
1557284400000,1557285300000,UTC+0900,2019-05-08 12:00:00,2019-05-08 12:15:00,129682,10,49434,80248,8,2,0,13414,0,0,116268,0,0,2,0,0,8,0,35168,864832,0,0,0,0.0,45258.0,0.0,0,35168
1557285300000,1557286200000,UTC+0900,2019-05-08 12:15:00,2019-05-08 12:30:00,133000,11,127035,5965,9,2,10283,112779,0,0,9938,0,3,5,0,0,3,0,663626,236374,0,0,0,0.0,0.0,811000.0,0,663626
1557286200000,1557287100000,UTC+0900,2019-05-08 12:30:00,2019-05-08 12:45:00,40173,9,37107,3066,8,1,4696,34621,0,0,856,0,3,5,0,0,1,0,442701,457299,0,0,0,0.0,0.0,293000.0,0,442701
1557287100000,1557288000000,UTC+0900,2019-05-08 12:45:00,2019-05-08 13:00:00,12310,4,12310,0,4,0,0,12310,0,0,0,0,0,4,0,0,0,0,374269,525731,0,0,0,0.0,0.0,374160.0,0,374269
1557288000000,1557288900000,UTC+0900,2019-05-08 13:00:00,2019-05-08 13:15:00,413766,19,409399,4367,18,1,0,404619,0,0,9147,0,0,17,0,0,2,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1557288900000,1557289800000,UTC+0900,2019-05-08 13:15:00,2019-05-08 13:30:00,888536,41,429658,458878,13,28,0,355479,0,0,533057,0,0,10,0,0,31,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1557289800000,1557290700000,UTC+0900,2019-05-08 13:30:00,2019-05-08 13:45:00,834,1,834,0,1,0,0,834,0,0,0,0,0,1,0,0,0,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
1557290700000,1557291600000,UTC+0900,2019-05-08 13:45:00,2019-05-08 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,0,0,0.0,0.0,900000.0,0,900000
