START,END,UTC,READABLE_START,READABLE_END,UT_ALL,LC_ALL,UT_SIG,UT_NONSIG,LC_SIG,LC_NONSIG,UT_WORK,UT_SOCIAL,UT_INFO,UT_ENTER,UT_SYSTEM,UT_HEALTH,LC_WORK,LC_SOCIAL,LC_INFO,LC_ENTER,LC_SYSTEM,LC_HEALTH,DUT_STILL,DUT_WALKING,DUT_RUNNING,DUT_IN_VEHICLE,DUT_ON_BICYCLE,DUT_HOME,DUT_WORK,DUT_OTHERS,DUT_MOVE,DUT_SEDENTARY
1557306000000.0,1557306900000.0,UTC+0900,2019-05-08 18:00:00,2019-05-08 18:15:00,57367.0,13,57367.0,0.0,13,0,0.0,53408.0,0.0,0.0,3959.0,0,0,10,0,0,3,0,120759.0,779241.0,0,0.0,0.0,0.0,0.0,180000.0,0,120759.0
1557306900000.0,1557307800000.0,UTC+0900,2019-05-08 18:15:00,2019-05-08 18:30:00,6974.0,2,6974.0,0.0,2,0,0.0,5644.0,0.0,0.0,1330.0,0,0,1,0,0,1,0,0.0,900000.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
1557307800000.0,1557308700000.0,UTC+0900,2019-05-08 18:30:00,2019-05-08 18:45:00,11203.0,6,11203.0,0.0,6,0,0.0,867.0,0.0,0.0,10336.0,0,0,1,0,0,5,0,210082.0,689918.0,0,0.0,0.0,0.0,0.0,0.0,0,210082.0
1557308700000.0,1557309600000.0,UTC+0900,2019-05-08 18:45:00,2019-05-08 19:00:00,162853.0,25,162853.0,0.0,25,0,0.0,128002.0,0.0,0.0,34851.0,0,0,18,0,0,7,0,687035.0,212965.0,0,0.0,0.0,851000.0,0.0,0.0,0,687035.0
1557309600000.0,1557310500000.0,UTC+0900,2019-05-08 19:00:00,2019-05-08 19:15:00,35268.0,5,2818.0,32450.0,2,3,0.0,0.0,0.0,0.0,35268.0,0,0,0,0,0,5,0,900000.0,0.0,0,0.0,0.0,900000.0,0.0,0.0,0,900000.0
1557310500000.0,1557311400000.0,UTC+0900,2019-05-08 19:15:00,2019-05-08 19:30:00,7442.0,1,7442.0,0.0,1,0,0.0,0.0,0.0,0.0,7442.0,0,0,0,0,0,1,0,900000.0,0.0,0,0.0,0.0,900000.0,0.0,0.0,0,900000.0
1557311400000.0,1557312300000.0,UTC+0900,2019-05-08 19:30:00,2019-05-08 19:45:00,31968.0,8,15165.0,16803.0,3,5,0.0,0.0,9101.0,0.0,22867.0,0,0,0,2,0,6,0,900000.0,0.0,0,0.0,0.0,900000.0,0.0,0.0,0,900000.0
1557312300000.0,1557313200000.0,UTC+0900,2019-05-08 19:45:00,2019-05-08 20:00:00,159105.0,29,132545.0,26560.0,27,2,0.0,104765.0,1370.0,0.0,52970.0,0,0,18,1,0,10,0,900000.0,0.0,0,0.0,0.0,900000.0,0.0,0.0,0,900000.0
1557313200000.0,1557314100000.0,UTC+0900,2019-05-08 20:00:00,2019-05-08 20:15:00,166069.0,4,13402.0,152667.0,3,1,0.0,0.0,0.0,0.0,166069.0,0,0,0,0,0,4,0,900000.0,0.0,0,0.0,0.0,900000.0,0.0,0.0,0,900000.0
1557314100000.0,1557315000000.0,UTC+0900,2019-05-08 20:15:00,2019-05-08 20:30:00,430823.0,20,26835.0,403988.0,14,6,0.0,411464.0,0.0,0.0,19359.0,0,0,11,0,0,9,0,900000.0,0.0,0,0.0,0.0,900000.0,0.0,0.0,0,900000.0
1557315000000.0,1557315900000.0,UTC+0900,2019-05-08 20:30:00,2019-05-08 20:45:00,115019.0,18,6772.0,108247.0,2,16,108247.0,0.0,0.0,0.0,6772.0,0,16,0,0,0,2,0,900000.0,0.0,0,0.0,0.0,900000.0,0.0,0.0,0,900000.0
1557315900000.0,1557316800000.0,UTC+0900,2019-05-08 20:45:00,2019-05-08 21:00:00,300737.0,10,17302.0,283435.0,8,2,0.0,3871.0,0.0,0.0,296866.0,0,0,3,0,0,7,0,900000.0,0.0,0,0.0,0.0,900000.0,0.0,0.0,0,900000.0
1557316800000.0,1557317700000.0,UTC+0900,2019-05-08 21:00:00,2019-05-08 21:15:00,414808.0,25,339742.0,75066.0,16,9,0.0,36267.0,38470.0,327361.0,12710.0,0,0,3,4,11,7,0,900000.0,0.0,0,0.0,0.0,900000.0,0.0,0.0,0,900000.0
1557317700000.0,1557318600000.0,UTC+0900,2019-05-08 21:15:00,2019-05-08 21:30:00,541694.0,59,475887.0,65807.0,51,8,0.0,100065.0,49276.0,361825.0,30528.0,0,0,21,2,26,10,0,900000.0,0.0,0,0.0,0.0,501108.0,0.0,398892.0,0,900000.0
1557318600000.0,1557319500000.0,UTC+0900,2019-05-08 21:30:00,2019-05-08 21:45:00,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,900000.0,0.0,0,0.0,0.0,0.0,0.0,900000.0,0,900000.0
1557319500000.0,1557320400000.0,UTC+0900,2019-05-08 21:45:00,2019-05-08 22:00:00,677697.0,40,558367.0,119330.0,35,5,0.0,650059.0,0.0,0.0,27638.0,0,0,31,0,0,9,0,900000.0,0.0,0,0.0,0.0,0.0,0.0,900000.0,0,900000.0
1557320400000.0,1557321300000.0,UTC+0900,2019-05-08 22:00:00,2019-05-08 22:15:00,741189.0,39,167632.0,573557.0,30,9,0.0,703072.0,0.0,0.0,38117.0,0,0,23,0,0,16,0,900000.0,0.0,0,0.0,0.0,0.0,0.0,900000.0,0,900000.0
1557321300000.0,1557322200000.0,UTC+0900,2019-05-08 22:15:00,2019-05-08 22:30:00,748194.0,168,506603.0,241591.0,145,23,0.0,509727.0,40890.0,18972.0,178605.0,0,0,141,3,4,20,0,900000.0,0.0,0,0.0,0.0,0.0,0.0,900000.0,0,900000.0
1557322200000.0,1557323100000.0,UTC+0900,2019-05-08 22:30:00,2019-05-08 22:45:00,138419.0,28,133557.0,4862.0,26,2,0.0,110066.0,0.0,0.0,28353.0,0,0,17,0,0,11,0,900000.0,0.0,0,0.0,0.0,0.0,0.0,900000.0,0,900000.0
1557323100000.0,1557324000000.0,UTC+0900,2019-05-08 22:45:00,2019-05-08 23:00:00,211104.0,34,203998.0,7106.0,33,1,0.0,190393.0,0.0,7106.0,13605.0,0,0,30,0,1,3,0,519109.0,380891.0,0,0.0,0.0,0.0,0.0,900000.0,0,519109.0
1557324000000.0,1557324900000.0,UTC+0900,2019-05-08 23:00:00,2019-05-08 23:15:00,523787.0,101,417995.0,105792.0,92,9,0.0,400348.0,0.0,529.0,122910.0,0,0,76,0,1,24,0,454106.0,445894.0,0,0.0,0.0,0.0,0.0,900000.0,0,454106.0
1557324900000.0,1557325800000.0,UTC+0900,2019-05-08 23:15:00,2019-05-08 23:30:00,40395.0,12,16790.0,23605.0,7,5,0.0,11822.0,0.0,0.0,28573.0,0,0,5,0,0,7,0,900000.0,0.0,0,0.0,0.0,0.0,0.0,900000.0,0,900000.0
1557325800000.0,1557326700000.0,UTC+0900,2019-05-08 23:30:00,2019-05-08 23:45:00,310177.0,37,285462.0,24715.0,33,4,0.0,265157.0,0.0,0.0,45020.0,0,0,24,0,0,13,0,522020.0,377980.0,0,0.0,0.0,0.0,0.0,900000.0,0,522020.0
1557326700000.0,1557327600000.0,UTC+0900,2019-05-08 23:45:00,2019-05-09 00:00:00,201975.0,49,201975.0,0.0,49,0,0.0,200853.0,0.0,0.0,1122.0,0,0,48,0,0,1,0,860059.0,39941.0,0,0.0,0.0,0.0,0.0,900000.0,0,860059.0
1557327600000.0,1557328500000.0,UTC+0900,2019-05-09 00:00:00,2019-05-09 00:15:00,104808.0,18,104808.0,0.0,18,0,0.0,103366.0,0.0,0.0,1442.0,0,0,17,0,0,1,0,120324.0,762804.0,16872,0.0,0.0,0.0,0.0,900000.0,0,120324.0
